acc_train=1.8116795356303013e-06,acc_loss=1.707501769065857,val_acc=0.00011500669394080085,val_loss=1.6564267128705978
acc_train=6.986703659423937e-05,acc_loss=1.6639902591705322,val_acc=0.00045487770978029244,val_loss=1.6451944001019
acc_train=0.0006853235067511304,acc_loss=1.5943485498428345,val_acc=3.139005191274993e-05,val_loss=1.6232830360531807
acc_train=6.3382130116802086e-06,acc_loss=1.680397868156433,val_acc=0.00010729714141736702,val_loss=1.6317607909440994
acc_train=5.809995465677452e-06,acc_loss=1.6547884941101074,val_acc=1.681890934375315e-05,val_loss=1.6303138993680477
acc_train=1.5392148657371732e-06,acc_loss=1.5690069198608398,val_acc=6.039257732490877e-06,val_loss=1.644418891519308
acc_train=0.00012454269479255856,acc_loss=1.5549938678741455,val_acc=0.00011008568011189412,val_loss=1.6272479556500912
acc_train=0.00017987719669847662,acc_loss=1.6032780408859253,val_acc=0.00011111314808024811,val_loss=1.6329636089503765
acc_train=4.559567130805431e-05,acc_loss=1.488479733467102,val_acc=2.0370324611377718e-05,val_loss=1.653671994805336
acc_train=1.3221149009822164e-05,acc_loss=1.69759202003479,val_acc=9.205594071185922e-05,val_loss=1.6250264719128609
acc_train=0.0001825402752029137,acc_loss=1.6425273418426514,val_acc=0.00012700131903981422,val_loss=1.6241788007318974
acc_train=5.814677722605432e-06,acc_loss=1.7230415344238281,val_acc=0.00022278906013714652,val_loss=1.630636416375637
acc_train=0.00037692724276628737,acc_loss=1.5796750783920288,val_acc=2.7872389274764692e-05,val_loss=1.6381525360047817
acc_train=4.5254690405556825e-05,acc_loss=1.7147634029388428,val_acc=0.00018855284803999704,val_loss=1.6461725868284702
acc_train=0.00015572670331767186,acc_loss=1.746963620185852,val_acc=0.0002640690015852438,val_loss=1.6368386968970299
acc_train=0.00014496587865631128,acc_loss=1.6651062965393066,val_acc=8.224799052516252e-05,val_loss=1.6227681003510952
acc_train=1.1719345122994527e-05,acc_loss=1.6925791501998901,val_acc=1.0187011587463071e-05,val_loss=1.6369507126510143
acc_train=3.0344685280096618e-06,acc_loss=1.715321660041809,val_acc=1.2040067898142283e-05,val_loss=1.6380035355687141
acc_train=2.4089453497898145e-05,acc_loss=1.6211475133895874,val_acc=5.42975805738701e-06,val_loss=1.629626877605915
acc_train=1.643403266305077e-06,acc_loss=1.6934776306152344,val_acc=6.474602631080247e-05,val_loss=1.6387618109583855
acc_train=7.4594038400572176e-06,acc_loss=1.7262941598892212,val_acc=5.37339687021548e-05,val_loss=1.633643127977848
acc_train=6.939264091043145e-06,acc_loss=1.6672974824905396,val_acc=4.495870916032597e-05,val_loss=1.6303767301142216
acc_train=3.0342601067066526e-05,acc_loss=1.6463797092437744,val_acc=0.0004097700689845865,val_loss=1.6278733909130096
acc_train=0.00020850898389758948,acc_loss=1.6125301122665405,val_acc=0.0020764100870641978,val_loss=1.6193105466663837
acc_train=0.0012496962936847428,acc_loss=1.6568632125854492,val_acc=1.5060616224162335e-05,val_loss=1.6367197595536709
acc_train=1.6238255808347984e-05,acc_loss=1.630372405052185,val_acc=1.1216955492950793e-05,val_loss=1.6281760558485985
acc_train=8.68389449170356e-06,acc_loss=1.5829411745071411,val_acc=1.0860484922661854e-05,val_loss=1.631568267941475
acc_train=7.132528745536628e-06,acc_loss=1.5234017372131348,val_acc=9.812035220309278e-06,val_loss=1.643604688346386
acc_train=2.2483078215753367e-05,acc_loss=1.6782190799713135,val_acc=7.54950323237825e-06,val_loss=1.6422427408397198
acc_train=6.675850740647278e-05,acc_loss=1.7478575706481934,val_acc=5.391666673661442e-06,val_loss=1.6492269337177277
acc_train=2.4367354610059818e-05,acc_loss=1.6281324625015259,val_acc=3.1633197739141395e-06,val_loss=1.6346802189946175
acc_train=1.2566002930391883e-06,acc_loss=1.630345106124878,val_acc=2.5310864518417766e-06,val_loss=1.6373012512922287
acc_train=8.816691296672916e-05,acc_loss=1.6208314895629883,val_acc=2.7618622269810045e-06,val_loss=1.6336347423493862
acc_train=1.82932071833766e-06,acc_loss=1.705571174621582,val_acc=2.066773541916671e-05,val_loss=1.6470688879489899
acc_train=6.935397307572066e-06,acc_loss=1.6420570611953735,val_acc=5.829584976463096e-06,val_loss=1.6333168670535088
acc_train=2.1997408705254523e-06,acc_loss=1.5953810214996338,val_acc=0.00719089290633098,val_loss=1.6638864651322365
acc_train=0.009709761532329659,acc_loss=1.5554094314575195,val_acc=1.368351266646755e-05,val_loss=1.6375465579330921
acc_train=3.865641885002952e-06,acc_loss=1.8313740491867065,val_acc=8.803664889051415e-05,val_loss=1.698915433138609
acc_train=0.0004187755395824677,acc_loss=1.732759714126587,val_acc=2.8400994915135604e-06,val_loss=1.633790012449026
acc_train=9.078595214490891e-07,acc_loss=1.626325011253357,val_acc=2.085644302465586e-06,val_loss=1.652544628828764
acc_train=2.207767237860343e-06,acc_loss=1.6368803977966309,val_acc=5.690516766409496e-06,val_loss=1.6444963216781616
acc_train=2.453933532756332e-06,acc_loss=1.6341990232467651,val_acc=2.7003166898886588e-06,val_loss=1.638243280351162
acc_train=2.660713390474254e-06,acc_loss=1.624315857887268,val_acc=5.777698227441045e-05,val_loss=1.631996251642704
acc_train=1.2542967917068536e-05,acc_loss=1.6491764783859253,val_acc=1.8217496416422744e-05,val_loss=1.629650752991438
acc_train=3.105266998619709e-06,acc_loss=1.6172398328781128,val_acc=1.5085931099907162e-05,val_loss=1.6321038864552975
acc_train=2.8467856409555662e-06,acc_loss=1.687186360359192,val_acc=1.890657625106375e-05,val_loss=1.6225587986409664
acc_train=3.245312510348573e-05,acc_loss=1.6631137132644653,val_acc=2.9888007005730454e-05,val_loss=1.6471836157143116
acc_train=4.0027318023008496e-05,acc_loss=1.6339460611343384,val_acc=9.714984805748035e-06,val_loss=1.6387317143380642
acc_train=1.3444989681685578e-05,acc_loss=1.6027748584747314,val_acc=4.7874226514195475e-06,val_loss=1.6353504694998264
acc_train=1.8700655107324228e-06,acc_loss=1.6822866201400757,val_acc=1.5879988596686475e-05,val_loss=1.6421085931360722
acc_train=3.2437412013519915e-05,acc_loss=1.5471028089523315,val_acc=2.7603242369048347e-05,val_loss=1.6526530645787716
acc_train=8.56760374832664e-06,acc_loss=1.6324554681777954,val_acc=0.00017575549491558954,val_loss=1.6285188123583794
acc_train=0.00013867116394818856,acc_loss=1.651357889175415,val_acc=0.00012483387445627072,val_loss=1.6241705864667892
acc_train=0.00010051054608883391,acc_loss=1.6088217496871948,val_acc=2.875237958992751e-05,val_loss=1.6288574561476707
acc_train=8.931603388936138e-06,acc_loss=1.587019681930542,val_acc=7.407905192742337e-05,val_loss=1.6154898703098297
acc_train=0.000386990021054465,acc_loss=1.6542357206344604,val_acc=0.000213108920354962,val_loss=1.6150453947484493
acc_train=7.316290753146473e-05,acc_loss=1.5572941303253174,val_acc=0.00010969616408541233,val_loss=1.623626321554184
acc_train=3.2731142076006656e-05,acc_loss=1.5695029497146606,val_acc=0.0005639202937295543,val_loss=1.6147323846817017
acc_train=9.6117046436013e-05,acc_loss=1.6034204959869385,val_acc=0.00020182597697299845,val_loss=1.6123357005417347
acc_train=8.525100055857416e-05,acc_loss=1.6239149570465088,val_acc=4.7496379000499056e-05,val_loss=1.62760229408741
acc_train=9.457069632403704e-06,acc_loss=1.6353288888931274,val_acc=1.818142393435198e-05,val_loss=1.632748331874609
acc_train=6.7254470740942505e-06,acc_loss=1.6268069744110107,val_acc=0.00011775924309604985,val_loss=1.6214531995356083
acc_train=0.001240105173251557,acc_loss=1.5949678421020508,val_acc=2.1987816915696105e-05,val_loss=1.6296883262693882
acc_train=2.7285563401766386e-05,acc_loss=1.514864206314087,val_acc=1.5991795497971735e-05,val_loss=1.6659928746521473
acc_train=1.5218334365273198e-05,acc_loss=1.6824983358383179,val_acc=0.00045104000112685414,val_loss=1.6307160332798958
acc_train=0.0008011448628475163,acc_loss=1.5979479551315308,val_acc=0.0010504550600612334,val_loss=1.6224441602826118
acc_train=0.00032574305263321953,acc_loss=1.5552653074264526,val_acc=4.726816588633644e-05,val_loss=1.6238864660263062
acc_train=3.1401839255307035e-06,acc_loss=1.5820567607879639,val_acc=0.00022124551207076544,val_loss=1.6265773847699165
acc_train=0.0004753720487075311,acc_loss=1.598783254623413,val_acc=0.00024326089655424005,val_loss=1.619759302586317
acc_train=0.00020062408172349244,acc_loss=1.7293832302093506,val_acc=0.00040646747669107684,val_loss=1.6405402310192585
acc_train=7.695318213786669e-05,acc_loss=1.7368515729904175,val_acc=0.00013402129416834461,val_loss=1.6238261833786964
acc_train=0.0001403416583574355,acc_loss=1.6495970487594604,val_acc=0.00021642719659492268,val_loss=1.614994764328003
acc_train=0.00023845900122697997,acc_loss=1.5456315279006958,val_acc=0.01258431666880116,val_loss=1.6404703930020332
acc_train=0.010533169006377399,acc_loss=1.6251319646835327,val_acc=0.0011778678496437635,val_loss=1.6152687817811966
acc_train=0.0025634738788305055,acc_loss=1.6321898698806763,val_acc=0.0012754976548216626,val_loss=1.6213912293314934
acc_train=0.0019711168616155525,acc_loss=1.6137752532958984,val_acc=0.0012293320764916738,val_loss=1.6143717020750046
acc_train=0.0006236914813289401,acc_loss=1.6290569305419922,val_acc=0.005692861245062471,val_loss=1.6268941313028336
acc_train=0.008424169279385553,acc_loss=1.5955185890197754,val_acc=7.275145482953566e-05,val_loss=1.6185001358389854
acc_train=0.00024408582981078682,acc_loss=1.611794114112854,val_acc=7.292977149862533e-05,val_loss=1.6202209182083607
acc_train=1.3703580760230926e-05,acc_loss=1.527486801147461,val_acc=0.00025159493129602885,val_loss=1.629046231508255
acc_train=0.0009776118320696235,acc_loss=1.6934878826141357,val_acc=0.0008642006924294059,val_loss=1.6602542661130428
acc_train=0.000686448940394628,acc_loss=1.7226063013076782,val_acc=0.00018607411801412516,val_loss=1.6275859028100967
acc_train=8.544929773618357e-05,acc_loss=1.6121625900268555,val_acc=0.0005255550840891594,val_loss=1.6221253164112568
acc_train=6.752355380435647e-05,acc_loss=1.6986470222473145,val_acc=0.00025612137367847444,val_loss=1.6369384601712227
acc_train=1.897264582302608e-05,acc_loss=1.633189082145691,val_acc=0.0006200876127250382,val_loss=1.6262247189879417
acc_train=0.0021824956671685357,acc_loss=1.5497372150421143,val_acc=0.003908270403309346,val_loss=1.6212185099720955
acc_train=0.002799314311570557,acc_loss=1.5308159589767456,val_acc=0.003324953650750936,val_loss=1.6317869909107685
acc_train=0.010180497411998217,acc_loss=1.632152795791626,val_acc=0.0010305999293943554,val_loss=1.6160953640937805
acc_train=0.0011478940662206327,acc_loss=1.6383367776870728,val_acc=0.004587656793238791,val_loss=1.6157042495906353
acc_train=0.0031257085539783663,acc_loss=1.6553587913513184,val_acc=0.0010395436728284089,val_loss=1.6266607716679573
acc_train=0.001184966587906221,acc_loss=1.6583558320999146,val_acc=0.00045859272186901255,val_loss=1.62787876278162
acc_train=0.00043264447102382887,acc_loss=1.6738289594650269,val_acc=6.63716592192634e-05,val_loss=1.6193570420145988
acc_train=5.0888423370442055e-05,acc_loss=1.5418949127197266,val_acc=2.425328168932698e-05,val_loss=1.6379292234778404
acc_train=4.596314542272206e-05,acc_loss=1.6469749212265015,val_acc=3.366437601136681e-05,val_loss=1.632057812064886
acc_train=0.00012515010091216998,acc_loss=1.5825275182724,val_acc=6.694485012453906e-05,val_loss=1.6301934830844402
acc_train=3.4479178298491734e-05,acc_loss=1.8177268505096436,val_acc=5.591929458310679e-05,val_loss=1.676764514297247
acc_train=3.4440381976779096e-06,acc_loss=1.6571762561798096,val_acc=1.7911397306597376e-05,val_loss=1.6471632830798626
acc_train=5.635184345966871e-06,acc_loss=1.6642277240753174,val_acc=5.347945645171415e-05,val_loss=1.6388127095997334
acc_train=1.540756774632379e-05,acc_loss=1.646584391593933,val_acc=0.0001427935491483732,val_loss=1.627024356275797
acc_train=0.0002042556637773125,acc_loss=1.6733704805374146,val_acc=0.0002419448098228237,val_loss=1.630366861820221
acc_train=8.145712624172507e-05,acc_loss=1.592523455619812,val_acc=0.00012443183449050013,val_loss=1.6343149654567242
acc_train=2.7402596729314927e-05,acc_loss=1.6023352146148682,val_acc=8.880102454922191e-05,val_loss=1.6256146766245365
acc_train=6.171426519629624e-06,acc_loss=1.6705646514892578,val_acc=0.00023049267126903358,val_loss=1.6258153170347214
acc_train=5.523010358920785e-05,acc_loss=1.6646671295166016,val_acc=4.1729532949862864e-05,val_loss=1.6248170100152493
acc_train=8.564947877397911e-06,acc_loss=1.6733022928237915,val_acc=7.579702228018443e-05,val_loss=1.6271614506840706
acc_train=1.7368396840641674e-05,acc_loss=1.6193686723709106,val_acc=0.00013857021760972852,val_loss=1.6209897249937057
acc_train=0.00015745239661668555,acc_loss=1.7262383699417114,val_acc=0.00022187256717174646,val_loss=1.6501085236668587
acc_train=3.09614571417588e-05,acc_loss=1.7026373147964478,val_acc=4.337502001694494e-05,val_loss=1.6327207200229168
acc_train=8.490537709894893e-06,acc_loss=1.5253853797912598,val_acc=7.625691771713123e-05,val_loss=1.6277831308543682
acc_train=0.000138053517084746,acc_loss=1.5821305513381958,val_acc=0.0015970387245909333,val_loss=1.6152137778699398
acc_train=0.0018889994276244768,acc_loss=1.7187997102737427,val_acc=0.0008939066396469965,val_loss=1.636883657425642
acc_train=0.0007110160534392766,acc_loss=1.6580826044082642,val_acc=0.0002532350151125187,val_loss=1.6241010911762714
acc_train=0.00010139571459361493,acc_loss=1.5740677118301392,val_acc=0.0025342859425112837,val_loss=1.6285223700106144
acc_train=0.0010665963209810538,acc_loss=1.6602137088775635,val_acc=0.0002335206229191714,val_loss=1.6307243220508099
acc_train=0.00019501730778606602,acc_loss=1.6034404039382935,val_acc=0.00016580377497099386,val_loss=1.621493149548769
acc_train=7.065027773785554e-05,acc_loss=1.588354468345642,val_acc=0.00019969473348474204,val_loss=1.618250995874405
acc_train=9.006413500795522e-05,acc_loss=1.761099100112915,val_acc=0.0001331753999561179,val_loss=1.6538850367069244
acc_train=7.63639751419988e-05,acc_loss=1.6555771827697754,val_acc=3.081654955983657e-05,val_loss=1.6250991858541965
acc_train=3.9491884937275455e-05,acc_loss=1.6697885990142822,val_acc=9.848076519404912e-06,val_loss=1.6281807832419872
acc_train=2.5888513704582583e-06,acc_loss=1.6013805866241455,val_acc=1.486437725045431e-05,val_loss=1.6350491531193256
acc_train=2.2432640389071714e-06,acc_loss=1.7931649684906006,val_acc=0.00012215240072761216,val_loss=1.6705026216804981
acc_train=1.671136384187387e-05,acc_loss=1.7635504007339478,val_acc=1.5741287923886478e-05,val_loss=1.6334156729280949
acc_train=2.7235396210330795e-06,acc_loss=1.6507898569107056,val_acc=9.236013014523649e-06,val_loss=1.6365189142525196
acc_train=1.3398988376377584e-06,acc_loss=1.7002253532409668,val_acc=0.002631701989033462,val_loss=1.637240331619978
acc_train=0.0002952602877485074,acc_loss=1.5424678325653076,val_acc=7.760090779014028e-06,val_loss=1.644640065729618
acc_train=1.079960986409366e-06,acc_loss=1.495176076889038,val_acc=0.0002775096055197465,val_loss=1.618398904800415
acc_train=9.702938119804399e-05,acc_loss=1.5798585414886475,val_acc=0.0001700312772349511,val_loss=1.6190341524779797
acc_train=1.762594786288687e-05,acc_loss=1.6110758781433105,val_acc=5.736477374757565e-05,val_loss=1.6165024265646935
acc_train=5.690678407305231e-06,acc_loss=1.5672211647033691,val_acc=7.537850159238566e-05,val_loss=1.6266849711537361
acc_train=5.571543462883831e-06,acc_loss=1.648101806640625,val_acc=4.826081483244101e-05,val_loss=1.6223344132304192
acc_train=4.9108284024739205e-05,acc_loss=1.6496211290359497,val_acc=2.1729202961059866e-05,val_loss=1.6259511820971966
acc_train=8.423943374252638e-06,acc_loss=1.6194969415664673,val_acc=1.0060844214402503e-05,val_loss=1.6338644176721573
acc_train=1.2889125726574115e-05,acc_loss=1.6218554973602295,val_acc=3.5491785745816442e-06,val_loss=1.6488660052418709
acc_train=3.9266896900914425e-05,acc_loss=1.6034725904464722,val_acc=1.0523178036212711e-05,val_loss=1.6509998217225075
acc_train=2.1071041014781332e-06,acc_loss=1.6131417751312256,val_acc=1.6995739717342558e-05,val_loss=1.640346199274063
acc_train=3.769615429488307e-06,acc_loss=1.700482964515686,val_acc=0.00013578979714590577,val_loss=1.664062350988388
acc_train=3.281930656401867e-05,acc_loss=1.6856814622879028,val_acc=1.4417903598124853e-05,val_loss=1.6302808225154877
acc_train=1.7993086599965533e-05,acc_loss=1.733262538909912,val_acc=6.166891697101365e-05,val_loss=1.6535389199852943
acc_train=2.4171296399592434e-05,acc_loss=1.5764260292053223,val_acc=8.95137306379181e-05,val_loss=1.6256399303674698
acc_train=0.0001982917583940602,acc_loss=1.5836758613586426,val_acc=2.0246514408319972e-05,val_loss=1.6496582515537739
acc_train=4.023277678830292e-06,acc_loss=1.66816246509552,val_acc=2.3712288639717094e-05,val_loss=1.6536185219883919
acc_train=4.2371919169360564e-05,acc_loss=1.7098593711853027,val_acc=6.298323406983916e-05,val_loss=1.645028755068779
acc_train=1.2593648691553042e-05,acc_loss=1.6775147914886475,val_acc=2.5951610178565138e-05,val_loss=1.6352178268134594
acc_train=6.939972018032824e-06,acc_loss=1.6321778297424316,val_acc=0.00012440965806943398,val_loss=1.629170648753643
acc_train=2.8089572027280592e-06,acc_loss=1.6220284700393677,val_acc=6.7773739308100665e-06,val_loss=1.6527090966701508
